Technical name,Name,Original performer,monthEstablished,yearEstablished,linkToVideo,Start position,End position,Difficulty,description,descriptionEs,tips,tipsEs,recommendedPrerequisites,dateAdded,isImportant,isVariationOf
Front Sofa Roll Rewind to Mini-Cube,Boomerang 180,Ian Eisenberg,Jul,2022,https://www.instagram.com/p/CgUkGA0uVlA/,SOFA,SOFA,7,"This trick starts with an early Front Sofa Roll for which you grab both hands on your side (the Sick Nasty way). During the Front Sofa Roll, pass your legs over the line. Then use the resistance of the line to rewind your rolling direction and finish with the second half of a Mini-Cube.",,,,,,FALSE,10243
Reverse Rocket Mount 360 ,,Ian Eisenberg,Jul,2022,https://www.instagram.com/p/CgUkGA0uVlA/,ROCKET,EXPOSURE,-1,We haven't figured out yet what's going on here. Look at the video and help us by updating the description.,,,,,,FALSE,10074
Sushi Backflip,Sushi-Flip,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Cg8_eXWLmXw/,STAND,STAND,9,Start with an early Sushi and then do a Backflip at the top of the bounce.,,,,,,FALSE,10148
NH Backflip,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Cg_eTDJLsZ6/,STAND,STAND,9,Do a Backflip without grabing the line.,,,,,,FALSE,10148
Batman,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/ChsA7RvrV7m/,ROCKET,ROCKET,5,"From Rocket, swing your legs to the side, hook the line with both feet, let go of your hands to ""hang"" on the line at the top of the bounce, finish the sidewards motion with your upper body and regrap with the hands. Let your feet go off the line to finish back in Rocket.",,,,,,FALSE,
Shark Bite,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/ChsA7RvrV7m/,ROCKET,ROCKET,4,"From Rocket, bite the line at the top of the bounce and let go of your hands at the same time. Regrab with your hands to finish the trick in Rocket at the bottom of the bounce.",,,,,,FALSE,
Antihero to Sofa Roll to Feet,Double Darth Vader,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/ChsjejWLu8d/,ROCKET,EXPOSURE,9,Do an Antihero followed by a Sofa Roll to Feet in the same bounce.,,,,,,TRUE,
Darkside Almighty,All-Nasty,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Chxgwo6s6g_/,SOFA,EXPOSURE,8,"Start as you would for the Darkside Roll, but instead of putting the first foot on the line, hook it like for a Back Almighty, put the second foot on the line, let go of your hands and finish as you would for a Back Almighty.",,,,,,FALSE,10151
540 Rocket to Sofa,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Ch11yrdsUEG/,ROCKET,SOFA,7,"From Rocket, pull yourself up half-way, then initiate the spin and land in Sofa.",,,,,,FALSE,10141
360 Back Almighty,,Ian Eisenberg,Sep,2022,https://www.instagram.com/p/Ch99aJdpyUo/,STAND,STAND,8,"Do a FS 270 spin, followed by a Back Almighty and spin another 90 degrees to finish looking back at the anchor. ",,,,,,FALSE,10162
Orbital to Double Drop Knee,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Cjkb1LXrFci/,STAND,DOUBLE DROP KNEE,-1,Orbital to DDK.,,,,,,FALSE,10084
Shrimpflip 180 to Antihero,Shrimpy Hero,Justin Wagers,Feb,2022,https://www.instagram.com/p/CaPmmmsl1e3/,ROCKET,SOFA,7,"Start with a Shrimpflip, let go with one hand to initiate the 180 and finish with an Antihero, landing in Sofa.",,,,,,FALSE,10039;10060
Backbounce Panic Attack,Back Attack,Justin Wagers,Jun,2022,https://www.instagram.com/p/Ce3cq4OIs0l/,BACK,EXPOSURE,8,NH Panic Roll to feet starting from Backbounce.,,,,,,FALSE,10127
Holy Back No Soup,,Justin Wagers,Jul,2022,https://www.instagram.com/p/CgMeLKqogmm/,SOUP,EXPOSURE,8,NH Back Can of Soup to Back Yoda Roll in one bounce.,,,,,,FALSE,10165
360 Darth Vader,,Justin Wagers,Jul,2022,https://www.instagram.com/p/Cgb_ScXIF86/,ROCKET,EXPOSURE,9,Do a 360 and a Darth Vader at the same time.,,,,,,TRUE,
Back Holy Grail,,Justin Wagers,Aug,2022,https://www.instagram.com/p/Cgt9fIHIsrr/,EXPOSURE,EXPOSURE,9,Do a Back Almighty and a Back Yoda Roll in one bounce.,,,,,,FALSE,10165
Leash Orbital,Lando,Davis Hermes,Jul,2022,https://www.instagram.com/p/CgrrMmhgxhF/,STAND,KOREAN,7,"Do an Orbital, but grabing the leash instead of the line.",,,,,,FALSE,10084
Darth Vader from Yisus,Resurrección,Gon Caturelli,Feb,2022,https://www.instagram.com/p/CZ5RlXfjAnA/,YISUS,EXPOSURE,-1,We haven't figured out yet what's going on here. Look at the video and help us by updating the description.,,,,,,FALSE,10132
Antihero from Yisus,Anticristo,Gon Caturelli,Jan,2022,https://www.instagram.com/p/CZPRbnNKCZ4/,YISUS,SOFA,-1,We haven't figured out yet what's going on here. Look at the video and help us by updating the description.,,,,,,FALSE,10039
Orbital from Chest to Feet,Onda,Cesare Bellamoli,Apr,2022,https://youtu.be/eUguTccJblI?t=23,CHEST,EXPOSURE,6,We haven't figured out yet what's going on here. Look at the video and help us by updating the description.,,,,,,FALSE,10283
90 Korean Roll to Expo,FireFly,Samuel Volery,Oct,2021,https://www.instagram.com/p/CVQIDtpAbme/,KOREAN,EXPOSURE,5,"Start the same way as you would for the Fireflip, but go directly to Expo without doing the 180.",,,,,,FALSE,10100
Sick Nasty to Yisus,Nasty Christo,Gon Caturelli,Sep,2022,https://www.instagram.com/p/CjGFSHejhqn/,SOFA,YISUS,-1,We haven't figured out yet what's going on here. Look at the video and help us by updating the description.,,,,,,FALSE,10044
Makako 180 to Feet,Darthkako,Sakalomo,Jan,2022,https://youtu.be/Ej2ocABoNC4?t=21781,NEVERMIND,EXPOSURE,-1,"From Nevermind start with the normal Makako motion but as soon as you regrab the line with your hands, do an additional 180 before coming back to Exposure. The last part of the trick is like a Darth Vader, hence the name.",,,,,,FALSE,10159
Fake 180 Barrel Roll,,Samuel Volery,,,https://youtu.be/rWqH_51ztQA?t=11530,STAND,STAND,7,This is a 180 Barrel Roll without restepping. This means you either start or land the trick in your switch stance.,,,,,,FALSE,10122
Orbital to Feet,,,,,https://www.instagram.com/p/CLowqcjlipw/,STAND,STAND,7,On the way up in the bounce grab the line with one hand and bring it over your head. From there grab the line with your other hand and bring it back down to put your feet on.,,,,,,TRUE,
Flow to Feet,,,,,,KOREAN,STAND,5,From Korean you grab the line with both hands behind you and then swing your far leg over the line. From there aim to land on the line with both feet to finish the trick.,,,,,,TRUE,
Expo 360 to Back Yoda Roll,Yodel Roll,Tim Odermatt,Apr,2022,https://www.instagram.com/p/CcdNbmCAWsw/,EXPOSURE,EXPOSURE,8,From Exposure do a 360 and grab the line. Then go into a Back Yoda Roll.,,,,,,TRUE,
Nevermind 360,,Tim Odermatt,May,2022,https://www.instagram.com/p/CeCNKq5Fqyc/,NEVERMIND,STAND,7,From Nevermind go up spinning frontside 360 and land back in your normal stance.,,,,,,TRUE,
Neverending Yoda Rolls,Infinity,Tim Odermatt,Jan,2022,https://www.instagram.com/p/CYcI_IRAxQK/,EXPOSURE,EXPOSURE,9,Start out as you would for a one bounce Yoda Roll but then keep rolling. Never stop!,,Tim invented this trick when going for a one bounce Double Back Yoda Roll.,,,,FALSE,
Double Back Han Solo,,Tim Odermatt,Jun,2022,https://www.instagram.com/p/CejUEcrlg2K/,EXPOSURE,EXPOSURE,8,Similar to a Double Back Yoda Roll but grabbing the leash instead of the line.,,,,,,TRUE,
Can of Soup to Backflop,Soup Backflop,Tim Odermatt,Jun,2022,https://www.instagram.com/p/Ce8WJ4YlvTr/,SOUP,KOREAN,8,Do a Can of Soup into a Backflop in the same bounce.,,,,,,TRUE,
Backflip Late 180,,Tim Odermatt,Jul,2022,https://www.instagram.com/p/CgZsOA1l2eG/,STAND,STAND,9,Do a Backflip but then passing Exposure you add a 180 before landing the trick.,,Think about landing the normal Backflip in switch so when you add the 180 you are back in your normal stance.,,,,FALSE,
Barrel Roll to Backflop,Barrelflop,Tim Odermatt,Jul,2022,https://www.instagram.com/p/Cge6C4VFUPm/,STAND,KOREAN,8,Do a Barrel Roll and add a late Backflop.,,,,,,TRUE,
Double Back Yoda Roll 180,Yodermatt,Tim Odermatt,Aug,2022,https://www.instagram.com/p/Ch8Ca0GPEOG/,EXPOSURE,EXPOSURE,9,Double Back Yoda Roll with a 180 in the second Roll.,,,,,,TRUE,
NH Shapeshifter to Feet,Legolas,Tim Odermatt,Sep,2022,https://www.instagram.com/p/Ci5NrdeJqa6/,EXPOSURE,EXPOSURE,9,Jump into the leash doing a frontflip from Exposure then use your foot to step into the leash and then back on the line.,,,,,,FALSE,
Triple Front Yoda Roll,,Emil Breuer,Jul,2022,https://www.instagram.com/p/Cf6TRhogHtO/,EXPOSURE,EXPOSURE,9,Three Front Yoda Rolls in one bounce.,,,,,,TRUE,
Back Almighty from Nevermind,Nevermighty,Emil Breuer,Jul,2022,https://www.instagram.com/p/CggrqR7gV5j/,NEVERMIND,EXPOSURE,7,Start like a normal Nevermind but then push into the line with the foot that is already on the line to create momentum into a back roll. Use your second foot to hook the line and finish with a Back Almighty.,,,,,,TRUE,
Triple Shoulder Roll,Vortex ,Lucas clemente Pereira ,Dec,2021,https://www.instagram.com/tv/CYTUaA5uwWa/,SHOULDER,SHOULDER,9,Ter o double sholder roll na base ,,Executar com muita força ,,,,TRUE,
Sushi Backflip,Sushi-Flip,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Cg8_eXWLmXw/,STAND,STAND,10,Start with an early Sushi and add a Backflip to it,,,,,,FALSE,
No-Hands Backflip,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Cg_eTDJLsZ6/,STAND,STAND,9,Like a regular Backflip but without using your hands.,,,,,,FALSE,
Backbounce Roll Half Spiral to Feet ,Chill,Sakalomo,Jan,2022,https://www.instagram.com/reel/CY6eIm2K4_M/,BACK,STAND,6,"Start from backbounce and grab the line with one hand. Before the top of the bounce throw yourself to the side of the hand that grabs the line. Do a roll below the line, take with both hands and put your feet. ",,Timing is key. When you throw yourself think of kicking up with your knees/feet to initiate the rotation.,,,,TRUE,
BS 360 Rocket Mount,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/ChPQYxLMAMA/,ROCKET,EXPOSURE,7,Rocket Mount with a 360 spinning to your backside.,,,,,,FALSE,
Rocket Line Bite,Sharkbite,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/ChsA7RvrV7m/,ROCKET,ROCKET,4,From Rocket you pull yourself up so you're able to bite the line and let go with the hands. Then grab the line again and drop back to Rocket.,,Watch out to not bite your lips,,,,FALSE,
Makako to Feet Roll ,Gorilla,Sakalomo,Aug,2022,https://www.instagram.com/reel/ChH21QWAYmw/,NEVERMIND,EXPOSURE,10,Do a makako to feet and add an extra back yoda roll,,,,,,TRUE,
360 Rocket (over Bat-Hang),Batman,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/ChsA7RvrV7m/,ROCKET,ROCKET,5,"You drop to Rocket slightly uncentered such that you can get some momentum by swinging to one side. From there you use the momentum to swing your legs to the other side and all the way up to hook the line with both feet (the Bat-Hang position), you let go with your hands and do a 360 under the line by regrabbing the line on the other side of your feet. Unhook your feet and land back in Rocket.",,,,,,FALSE,
Double Darth Vader,,Justin Wagers / Ian Eisenberg,Aug,2022,https://www.instagram.com/p/ChsjejWLu8d/,ROCKET,EXPOSURE,10,It's a Darth Vader with an extra roll.,,,,,,TRUE,
Backbounce Back Almighty ,Backalomo,Sakalomo,Oct,2022,https://www.instagram.com/reel/Cj0cYssPTO2/,BACK,EXPOSURE,9,"Do a backbounce, when you stand up hook your foot under the line to do a back almighty.",,,,,,FALSE,
Darkside Almighty,All-Nasty,Ian Eisenberg,Aug,2025,https://www.instagram.com/p/Chxgwo6s6g_/,SOFA,EXPOSURE,8,It's a Darkside Roll but you let go with the hands while you're doing the trick and hook with one foot to finish the trick like a Back Almighty.,,,,,,FALSE,
Back Shapeshifter ,A Chuparla,Sakalomo,Oct,2022,https://www.instagram.com/reel/CkGq5w3unmy/,EXPOSURE,ROCKET,6,"Bounce hard, almost at the top of the bounce throw yourself backwards and do a backflip without touching the line. Put your hands up and grab the line to end in the rocket position.",,,,,,FALSE,
Chill to Shoulder ,Sakalhombro,Sakalomo ,Dec,2022,https://www.instagram.com/reel/Cmg1feNqD52/,BACK,SHOULDER,7,Do a chill but instead of landing on your feet go to shoulder.,,,,,,FALSE,
540 Rocket to Sofa,,Ian Eisenberg,Aug,2022,https://www.instagram.com/p/Ch11yrdsUEG/,ROCKET,SOFA,6,540 from Rocket to Sofa.,,,,,,FALSE,
Backside Orbital to Feet,Eclipse ,Sakalomo,Jan,2023,https://www.instagram.com/reel/CnPMRSyDbqI/,STAND,STAND,8,Just like an orbital to feet but throw the line to your backside. Land on your feet.,,Timing is key when throwing the line.,,,,TRUE,
FS 360 Back Almighty,,Ian Eisenberg,Sep,2022,https://www.instagram.com/p/Ch99aJdpyUo/,STAND,STAND,8,Start with a frontside spin and then transition into the Back Almighty,,,,,,FALSE,
Chill to darth Vader ,Chillin Vader,Sakalomo,Jun,2023,https://www.instagram.com/reel/CuSHxPyt1Or/,BACK,EXPOSURE,8,"Go to backbounce, do a chill but instead of going directly to feet do a darth vader motion to end in expo.",,,,,,TRUE,
Nevermind Panic Roll to Feet ,Never Panic ,Sakalomo,Sep,2023,https://www.instagram.com/reel/Cw2TcR2MYwg/,NEVERMIND,EXPOSURE,7,Go to nevermind position. When you go up the bounce cross your foot and start a panic roll. Grab the line with both hands and put your feet.,,,,,,FALSE,
180 Backbounce Back Almighty,180 Backalomo,Sakalomo,Sep,2023,https://www.instagram.com/reel/Cxz3jG-MvFX/,BACK,EXPOSURE,9,"Do a backbounce, when you go up hook your foot on the line and start a back almighty and when you are upside down start a 180 motion, en in feet.",,,,,,FALSE,
Reverse Rocket to Almighty,Reverse Supermighty,Sakalomo,Sep,2023,https://www.instagram.com/reel/Cxz3jG-MvFX/,ROCKET,EXPOSURE,9,Do a reverse súper sonic but instead of doing a back yoda roll do a back almighty ,,,,,,FALSE,
Double Supersonic,,Sakalomo,Oct,2023,https://www.instagram.com/reel/Cx_HE9SsTFX/,ROCKET,EXPOSURE,10,"Go to rocket, kick with your feet to start a super sonic and add an extra front yoda roll.",,,,,,TRUE,
Makako to Feet from Rocket ,Rockako,Sakalomo,Oct,2023,https://www.instagram.com/reel/Cx_HE9SsTFX/,ROCKET,EXPOSURE,10,"Go to rocket, then kick like you would for a Makako, rotate to land on your feet. Quite similar to Shrimpzilla.",,,,,,FALSE,
Makako Feet to Feet ,King Kong,Sakalomo,Jan,2024,https://www.instagram.com/reel/C2XluUNMUEV/,STAND,EXPOSURE,10,"With a big bounce , grab the line while starting a roll backwards and from there kick like you would on a Makako. Put both feet on the line to land in expo ",,,,,,TRUE,
180 Space Eclipse to Sofa ,,Sakalomo ,Sep,2024,https://www.instagram.com/reel/C_p2waaMiEy/,STAND,SOFA,8,"Do a eclipse bot don’t use your hands to move the line, let the high tension bring the line back down and go to sofa.",,"You need the right setup, some bungees and a lot of tension on the line.",,,,FALSE,
Darth Vader from Shoulder,Shoulder Vader,Ian Eisenberg,Mar,2023,https://www.instagram.com/p/CpSmWVMNfNC/,SHOULDER,EXPOSURE,8,From Shoulder you initiate a Back Shoulder Roll but then you quickly let go with the far hand and turn more sideways. From there you finish with a Darth Vader.,,,,,,TRUE,
Space Front Almighty,Impossible,Sakalomo,Sep,2024,https://www.instagram.com/reel/C_p2waaMiEy/,EXPOSURE,EXPOSURE,10,"Do a front almighty but don’t use the foot to hook, just push the line to the side,  do the front flip and almost at the end of the rotation put your feet again to land in exposure.",,You need the right setup. Some bungees and a lot of tension in the line.,,,,TRUE,
180 Sick Nasty Roll,Freak Nasty Roll,Ian Eisenberg,Apr,2023,https://www.instagram.com/p/CrJd3OYPBmz/,SOFA,SOFA,7,Start with a Sick Nasty but add a 180 spin and finish with a Sick Nasty Roll,,,,,,TRUE,
Space Eclipse to DDK,,Tim Odermatt ,Sep,2024,https://www.instagram.com/reel/C_p2waaMiEy/,STAND,DOUBLE DROP KNEE,10,"Do a eclipse but don’t touch the line with your hands, once the line goes around you land on DDK",,You need the right setup. Some bungees and a lot of tension.,,,,FALSE,
Space Eclipse ,,Sakalomo,Sep,2024,https://www.instagram.com/reel/C_p2waaMiEy/,STAND,STAND,10,Do an eclipse but don’t touch the line with your hands. Once the line goes around out your feet again. The timing of the kick is key.,,,,,,TRUE,
180 Boomerang to Feet,Nerd Flip,Ian Eisenberg,May,2023,https://www.instagram.com/p/CsL-QT4ucWR/,SOFA,EXPOSURE,9,Start with a normal Boomerang but instead of finishing it with a Sick Nasty Roll you finish it with a Rubiks Cube.,,,,,,TRUE,
Darth Vader from DDK,Kneisenvader,Ian Eisenberg,May,2023,https://www.instagram.com/p/Cslw6UhMg6d/,DOUBLE DROP KNEE,EXPOSURE,8,From Double Drop Knee Roll to the front until you are in the Rocket position and then use the momentum to finish with a Darth Vader,,,,,,FALSE,
Supersonic to Darth Vader,Supervader,Ian Eisenberg,Jul,2023,https://www.instagram.com/p/CuPrkp_Psrw/,ROCKET,EXPOSURE,9,Supersonic to Darth Vader... Not much else to say here!,,,,,,TRUE,
360 Supersonic,,Ian Eisenberg,Jul,2023,https://www.instagram.com/p/C-GAIBNskkO/,ROCKET,EXPOSURE,9,Supersonic with a 360.,,,,,,TRUE,
Darthkako Roll,Sauron,Sakalomo,Oct,2024,https://www.instagram.com/reel/DA8FTrJs5jp/,NEVERMIND,EXPOSURE,10,"Go to nevermind, from there start a darth kako, on mice you get the roll add another yoda roll. Land in exposure",,,,,,TRUE,
Space Sakalorbital,,Sakalomo,Oct,2024,https://www.instagram.com/reel/DBllnO2shH7/,STAND,STAND,10,"Do a sakalorbital by kicking the line almost at the highest point of the bounce, rotate 180 let the line go around you and land again on your feet. ",,,,,,,
FS 540 Back Almighty,,Ian Eisenberg,Jul,2023,https://www.instagram.com/p/CvUuGMUruQ3/,STAND,STAND,9,Just watch the video.. It's hard to describe :D,,,,,,,
180 Eisenvader,Apocalypse,Ian Eisenberg,Aug,2023,https://www.instagram.com/p/Cvmt1bFNrhg/,EXPOSURE,EXPOSURE,9,Start with a normal Eisenvader but as soon as you are in the Rocket position you turn 180 and regrab the line to finish with a Reverse Rocket Mount.,,,,,,,
180 Reverse Supersonic,,Samuel Volery,Aug,2023,https://www.instagram.com/p/CvuP3_usiQD/,ROCKET,EXPOSURE,8,From Rocket you immediately spin 180 and regrab the line and then finish with a Reverse Supersonic.,,,,,,,
Front side 180 space eclipse to feet ,Space lord,Sakalomo,Dec,2024,https://www.instagram.com/reel/DDHFF09Mwmp/,STAND,STAND,10,"Do a space eclipse, when you kick the line rotate 180 to your front side, let the line go around you and land on your feet.",,,,,,,
Makako to feet but at one point not touching the line,Space kako,Sakalomo,Dec,2024,https://www.instagram.com/reel/DDwQUL2sEv1/,NEVERMIND,EXPOSURE,10,"Go to nevermind, start a Makako but let go the line with your hands, do the rotation until your feet find the line, end in exposure.",,,,,,,
180 Exposure Backflip to Rocket,Darth Maul,Logan Henning,May,2023,https://www.instagram.com/p/Cr2RxoYLEPT/,EXPOSURE,ROCKET,6,"From Expo you lean back as much as possible (as if you would do a back bridge) until you reach the line with one hand. Spin 180 and grab the line with the second hand, so that you end up in Rocket.",,,,,,,
360 Front Sofa Roll to Feet,Front Nirvana,Ian Eisenberg,Aug,2023,https://www.instagram.com/p/CwTGyDcMBRb/,SOFA,EXPOSURE,6,"From Sofa you grab the line with both hands on the side and initiate a roll to the front. You immediately go into Belly and keep rolling but then add another 180, regrab one hand and land in Expo.",,,,,,,
Leash Sideflip to Feet,Beyblade,Ian Eisenberg,Sep,2023,https://www.instagram.com/p/CxBnTmsMDEA/,LEASH,EXPOSURE,8,Drop to Rocket but with the leash wrapped around your legs. Then do a sideflip using the momentum that the wrapped leash gives you and go to feet.,,,,,,,
Space orbital from korean ,Space korean,Tim Odermatt,Jan,2025,https://www.instagram.com/reel/DEcYgbmo4Sp/,KOREAN,KOREAN,8,From korean change your leg to butt and from there let the line go to do a space orbital. Use your leg to catch the line in korean.,,,,,,,
Chill sick nasty roll,Chill Nasty Roll,Sakalomo,Jan,2025,https://www.instagram.com/reel/DEkNWTOM8Ag/,BACK,SOFA,6,"Go to backbounce, grab the line below your back and throw your body to the same side of the grabbing hand, start a chill but instead of going to feet do a sick nasty roll. ",,,,,,,
Back side 180 space orbital,Bs space lord ,Sakalomo,Jan,2025,https://www.instagram.com/reel/DFLv6RKMgkE/,STAND,STAND,10,Do a space orbital but add a back side 180 to land facing the other anchor.,,,,,,,
BS 180 Holy Crook,,Ian Eisenberg,Oct,2023,https://www.instagram.com/p/CyJOOvGMv29/,EXPOSURE,DOUBLE DROP KNEE,9,180 Almighty to DDK with an extra DDK roll.,,,,,,,
Front yoda double rewind ,Rewind turtle,Tim Odermatt,Dec,2022,https://www.instagram.com/reel/Cl3_96FrE-4/,EXPOSURE,EXPOSURE,8,Do a front yoda but change the direction of the spin to do a rewind and add another back yoda roll.,,,,,,,
No hands nirvana ,Nirvana Attack,Carlo Cozzio,Jan,2023,https://www.instagram.com/reel/CnXEHTsoKhC/,SOFA,EXPOSURE,8,Do a nirvana but instead of using your hands put hook your foot to spin.,,,,,,,
FS 360 Orbital to Feet,Full Orbit,Ian Eisenberg,Oct,2023,https://www.instagram.com/p/CyyRTTcMd-C/,STAND,STAND,8,Start with a FS 180 then grab the line and do an Orbital but spin another 180 before landing it.,,"Make sure to keep your body upright, otherwise you might end up just doing a Barrel Roll.",,,,,
No hands can of soup 180,No soup 180,Tim Odermatt,Jan,2023,https://www.instagram.com/reel/CoFh3imuH_k/,SOUP,STAND,7,"Start form soup position, hook your foot to do a no soup and add a late 180.",,,,,,,
180 Yisus Mount,,Ian Eisenberg,Nov,2023,https://www.instagram.com/p/CzZdIU_sr7I/,YISUS,EXPOSURE,5,"From Yisus let one hand go and step the same foot on the line, then put the second foot and let go with the second hand to land in Expo or Normal.",,,,,,,
Front Sofa Roll to Front Nirvana,360 Tamatta Roll,Ian Eisenberg,Dec,2023,https://www.instagram.com/p/C1IEj5vMzu6/,SOFA,EXPOSURE,8,Start with a Front Sofa Roll and then go into a Front Nirvana.,,,,,,,
Korean 720 to feet,Flower Power,Tim Odermatt,Jun,2023,https://www.instagram.com/reel/CtRx_JwuWvS/,KOREAN,STAND,7,"From Korean start like you would do a flow but do 2 full spins, land on your feet.",,,,,,,
Shoulder roll almighty ,Shoulder roll almighty ,Tim Odermatt ,Aug,2023,https://www.instagram.com/reel/Cvhg5d0JQCf/,SHOULDER,STAND,9,"Do a shoulder roll to feet, instead of putting the second foot on the line do a hook to end with an almighty.",,,,,,,
No-Hands Rubiks Cube,Sugar Cube,Ian Eisenberg,Jan,2024,https://www.instagram.com/p/C2sml_5s4Bv/,SOFA,EXPOSURE,8,"From Butt you spin backside and roll to your back, hook the line with your kneepit then put your other leg over the line so that you can step on the line with the hooking leg and finally put the second foot on the line.",,,,,,,
BS 360 Back Dirty Sofa,,Ian Eisenberg,Jan,2024,https://www.instagram.com/p/C2xfEkwsvrz/,SOFA,EXPOSURE,8,Just watch the video...,,,,,,,
BS 180 Orbital to Feet,,Ian Eisenberg,Feb,2024,https://www.instagram.com/p/C222ouysWJa/,STAND,STAND,7,Start with a BS 180 and then finish with an Orbital to Feet,,,,,,,
Han Solo Rewind,Han Solo Rewind,Tim Odermatt,Aug,2023,https://www.instagram.com/reel/Cwfrn3nsFWc/,EXPOSURE,EXPOSURE,7,Do a Han Solo but instead of doing the full rotation change the direction of the roll to land in exposure.,,,,,,,
180 Han Solo,180 Han Solo,Tim Odermatt,Aug,2023,https://www.instagram.com/reel/Cwfrn3nsFWc/,EXPOSURE,EXPOSURE,7,"Do a 180 from exposure while grabbing the leash, then do a Han Solo.",,,,,,,
FS 540 Orbital to Feet,,Ian Eisenberg,Feb,2024,https://www.instagram.com/p/C2-O7OWM42H/,STAND,STAND,9,Start with a FS 360 and finish with a Sakalorbital,,,,,,,
Double Han Solo,Double Han Solo,Tim Odermatt,Aug,2023,https://www.instagram.com/reel/Cwfrn3nsFWc/,EXPOSURE,EXPOSURE,7,Grab the leash and pull to do the roll 2 times.,,,,,,,
Double Sick Nasty,Double Nasty,Ian Eisenberg,Feb,2024,https://www.instagram.com/p/C3furPNsZIc/,SOFA,SOFA,8,Like a Sick Nasty but keep it going and add another one.,,,,,,,
Almighty back flop,Almighty Flop,Tim Odermatt ,Aug,2023,https://www.instagram.com/reel/CwnMBX5sCYd/,STAND,KOREAN,7,Do a almighty when you finish the rotation di a backflop,,,,,,,
Front Nevermighty,,Ian Eisenberg,Feb,2024,https://www.instagram.com/p/C3lT84kM27H/,NEVERMIND,EXPOSURE,7,Almighty from Nevermind,,,,,,,
FS 180 Front Nevermighty,,Ian Eisenberg,Feb,2024,https://www.instagram.com/p/C3lT84kM27H/,NEVERMIND,EXPOSURE,8,FS 180 Almighty from Nevermind.,,,,,,,
Backbounce back almighty 360,Backbounce back almighty 360,Tim Odermatt ,Oct,2023,https://www.instagram.com/reel/CyN294oMgMv/,BACK,STAND,9,"Start from backbounce get up, hook your foot under the line and do a 360 back almighty ",,,,,,,
FS 360 Nevermighty,,Ian Eisenberg,Feb,2024,https://www.instagram.com/p/C3lT84kM27H/,NEVERMIND,EXPOSURE,8,360 Almighty from Nevermind.,,,,,,,
Front Yoda Rewind 180,Yoda Rewind 180,Tim Odermatt ,Nov,2023,https://www.instagram.com/reel/CzG-hrAskPz/,EXPOSURE,EXPOSURE,8,Do a frot yoda roll rewind but add a 180 at the last roll.,,,,,,,
Orbital Backflip,,Ian Eisenberg,Mar,2024,https://www.instagram.com/p/C5EmPf-sdCi/,STAND,STAND,8,Start with an Orbital and finish with a Backflip.,,,,,,,
Shoulder-Vader to Shoulder,Invader,Ian Eisenberg,Apr,2024,https://www.instagram.com/p/C5tVw_BsUmx/,SHOULDER,SHOULDER,8,Shoulder-Vader but not going to feet but to Shoulder.,,,,,,,
On-Handed Orbital to feet,On-Handed Orbital,Tim Odermatt ,Apr,2024,https://www.instagram.com/reel/C56Gqsuselh/,STAND,STAND,7,Do an orbital but only use one hand to get the line to your feet again.,,,,,,,
Double Dislocator ,Double Dislocator,Tim Odermatt ,Jul,2024,https://www.instagram.com/reel/C9Nbr3xMQTq/,ROCKET,EXPOSURE,8,Go to dislocator from there do a double roll to feet ,,,,,,,
No hook back almighty ,Back imposible ,Tim Odermatt ,Dec,2024,https://www.instagram.com/reel/DD5O08MoepV/,STAND,STAND,9,A back almighty but without putting the hook,,You need a lot of tension and maybe some bungees.,,,,,
No hands front sofa roll to feet ,Sofa impossible ,Tim Odermatt ,Jan,2025,https://www.instagram.com/reel/DEr5xmMoeTx/,SOFA,EXPOSURE,8,"Do a front sofa roll but don’t use the hands, throw yourself at the top, do the roll and catch the line with your feet.",,,,,,,
Backbounce 180 spin backbounce ,Turtle Bros,Gon Caturelli,Jan,2023,https://www.instagram.com/reel/CoCwNEPDmd1/,BACK,BACK,5,"From backbounce gran the line behind your head, pull so you start spinning on a horizontal axis. End facing the other anchor in backbounce",,,,,,,
Resurrection 180,Llamarada Yisus,Gon Caturelli,Jan,2023,https://www.instagram.com/reel/CoCwNEPDmd1/,YISUS,EXPOSURE,7,From yisus do a resurrection motion but add a 180 to land on your feet.,,,,,,,
Backbounce 360 spin to korean,Tortuga Koreana / korean turtle,Gon Caturelli,Apr,2023,https://www.instagram.com/reel/Cq8MTfKum12/,BACK,KOREAN,6,From backbounce grab the line behind your head and do a 360 spin to end in korean.,,,,,,,
Shoulder resurrection ,Shoulder resurrection ,Gon Caturelli,Jul,2023,https://www.instagram.com/reel/CvXWB58sjX4/,SHOULDER,EXPOSURE,7,From shoulder go to yisus and from there do a resurrection ,,,,,,,
